MSA.FIPS.Code,MSA.Name,latitude,longitude,OVERALL.RANK,OVERALL.INDEX,GOAL.1.AVERAGE,%.of.population.living.below.the.federal.poverty.level,Per.Capita.Personal.Income,%.of.children.living.Below.Twice.the.poverty.Line,GOAL.2.AVERAGE,Food.insecurity.rate,Percent.of.population.that.is.obese,GOAL.3.AVERAGE,Infant.mortality.rate,Percentage.of.low.birth.weight.babies.,"Number.of.new.Syphilis,.Chlamydia.and.Gonorrhea.cases.diagnosed.per.100,000.population..","Number.of.diagnosed.incidences.of.all.types.of.diabetes.per.1,000.people..",Deaths.due.to.heart.attack,.Death.due.to.traffic.accidents,Percent.of.persons.with.health.insurance.coverage,Primary.Care.Physicians.Per.100000.People,GOAL.4.AVERAGE,School.enrollment,%.of.Population.Without.High.School.Degree,"%.of.3-4.year.olds.enrolled.in.school.(nursery,.pre-k,.kindergarden)",%.of.Population.with.an.Undergraduate.Degree,GOAL.5.AVERAGE,Median.earnings.gap,Rapes.known.to.law.enforcement,%.of.businesses.owned.by.women.,GOAL.6.AVERAGE,Normalized.Deficit.(Water.Stress).,GOAL.7.AVERAGE,Share.of.Low.Carbon.Energy.Generated.in.the.State,GOAL.8.AVERAGE,GDP.Growth,Percent.of.jobs.in.STEM.fields,Unemployment.rate,Disconnected.youth.(ages.16.to.24.not.in.school.and.not.working),GOAL.9.AVERAGE,Number.of.utility.patent.grants,Broadband.penetration,GOAL.10.AVERAGE,Gini.coefficient,Racial.Segregation,Absolute.Upward.Mobility,GOAL.11.AVERAGE,Housing.Affordability,Percent.of.households.living.in.overcrowded.housing,Use.of.sustainable.Transportation,Smart.Growth.America's.Sprawl.Index,Access.to.Parks,PM.2.5.Average.Levels.(Population.Weighted),Ozone.Levels.(8-Hr),GOAL.12.AVERAGE,"Toxic.release.of.air,.water.and.land.per.square.mile.(lbs)",GOAL.13.AVERAGE,Average.annual.household.carbon.footprint,GOAL.15.AVERAGE,Green.open.space.,Number.of.brownfield.and.superfund.sites,GOAL.16.AVERAGE,Violent.crime..Offences.known.to.law.enforcement,"Deaths.by.firearms.per.100,000.population"
40900,"Sacramento–Roseville–Arden-Arcade, CA ",39.0427,-120.712,30,52.26,37.49,37.68,33.99,40.80,20.84,14.97,26.72,56.61,70.10,61.64,47.18,70.93,20.94,60.50,51.64,69.97,37.47,34.56,53.92,16.06,45.32,51.70,40.87,85.51,28.71,77.16,77.16,51.58,51.58,59.85,45.15,53.61,94.68,45.94,31.32,11.57,51.08,39.78,16.95,40.74,61.66,48.43,48.64,61.72,21.63,53.78,79.86,57.82,15.53,99.68,99.68,59.42,59.42,52.53,32.75,72.31,60.10,62.33,57.88
44140,"Springfield, MA ",42.1015,-72.5898,31,51.95,29.50,31.24,25.67,31.58,34.10,40.91,27.29,60.64,64.90,43.02,76.28,43.49,31.94,77.45,82.87,65.14,38.57,37.79,50.03,24.78,41.66,28.28,30.55,42.89,11.40,100.00,100.00,26.39,26.39,57.95,23.77,35.89,94.48,77.67,17.91,8.63,27.19,29.09,15.52,22.82,48.91,55.40,68.37,85.98,27.88,,40.76,67.48,41.92,98.58,98.58,58.22,58.22,77.97,100.00,55.93,66.74,91.33,42.16
15380,"Buffalo-Cheektowaga-Niagara Falls, NY ",42.54,-78.51,32,51.67,37.01,44.67,23.83,42.52,22.82,25.32,20.33,44.97,41.41,23.08,37.38,52.50,13.72,74.07,75.32,42.32,42.88,39.45,63.40,27.43,41.24,38.42,31.05,73.63,10.58,99.82,99.82,68.09,68.09,53.07,12.50,39.72,90.77,69.30,15.84,7.15,24.54,27.99,18.50,5.80,59.68,61.09,97.79,98.40,20.67,62.55,60.03,42.29,45.93,92.62,92.62,58.74,58.74,47.35,72.26,22.43,64.28,70.69,57.88
12420,"Austin-Round Rock, TX ",30.123,-97.6114,33,51.16,45.31,51.11,34.65,50.17,23.37,14.96,31.78,49.20,78.37,39.07,26.80,90.92,45.17,47.86,24.95,40.46,46.22,30.86,55.69,19.96,78.37,31.35,36.59,32.36,25.09,99.43,99.43,22.56,22.56,84.57,100.00,64.50,100.00,73.79,55.28,60.24,50.32,36.49,16.75,55.33,37.38,49.14,80.39,63.27,13.94,57.70,27.22,52.33,,98.70,98.70,0.00,0.00,55.53,16.81,94.25,70.27,70.99,69.55
38300,"Pittsburgh, PA ",40.4406,-79.9959,34,50.85,49.18,58.10,33.56,55.87,21.81,27.32,16.30,52.51,59.95,40.64,69.73,29.49,32.24,52.58,70.28,65.13,44.85,37.27,71.48,22.92,47.72,37.81,16.46,90.95,6.04,92.76,92.76,49.80,49.80,69.59,35.86,65.85,92.14,84.49,20.90,11.19,30.60,39.92,14.93,21.80,83.04,53.39,96.84,100.00,35.10,49.05,35.54,7.74,49.43,81.28,81.28,50.55,50.55,38.37,0.00,76.74,60.03,47.05,73.01
46520,"Urban Honolulu, HI ",21.315603,-157.8581,35,50.83,59.44,71.53,39.94,66.86,34.08,31.31,36.85,60.85,63.02,20.32,41.22,69.06,67.32,80.10,77.33,68.41,36.10,8.65,64.23,21.20,50.32,48.98,42.12,64.63,40.20,,,7.43,7.43,58.61,34.33,28.34,100.00,71.77,22.58,1.28,43.88,66.18,31.82,83.34,83.38,52.86,0.00,1.63,63.46,,99.23,,100.00,65.55,65.55,61.92,61.92,53.41,56.47,50.35,83.68,100.00,67.35
45060,"Syracuse, NY ",43.0481,-76.1474,36,50.75,34.12,39.83,20.71,41.81,22.89,27.19,18.59,52.25,53.60,44.73,45.16,52.02,41.68,57.43,69.78,53.60,35.73,31.22,59.19,11.24,41.29,30.67,33.82,42.72,15.46,58.21,58.21,68.09,68.09,57.38,6.98,43.98,92.30,86.25,16.16,12.33,19.98,29.47,21.15,17.38,49.88,63.38,100.00,92.90,26.92,50.53,43.10,66.89,63.32,93.96,93.96,58.54,58.54,61.22,29.22,93.22,79.13,83.69,74.57
19740,"Denver-Aurora-Lakewood, CO ",39.5143,-104.8455,37,50.44,54.87,64.01,45.41,55.19,40.96,36.67,45.25,55.55,71.76,15.13,49.55,100.00,33.34,69.00,45.60,60.06,45.87,18.77,61.41,27.43,75.88,29.48,38.35,16.06,34.01,91.90,91.90,21.64,21.64,70.61,60.00,57.23,100.00,65.21,34.72,13.43,56.01,33.85,19.33,28.55,53.68,62.79,64.26,77.64,25.96,63.46,88.67,73.87,45.63,96.29,96.29,0.00,0.00,60.13,30.30,89.96,58.00,55.40,60.61
37340,"Palm Bay-Melbourne-Titusville, FL ",28.2639,-80.7214,38,50.07,31.02,47.35,13.78,31.93,19.49,12.82,26.17,43.59,55.56,39.44,81.36,15.43,46.61,32.31,33.51,44.52,36.45,24.94,64.71,24.01,32.16,40.91,27.28,54.44,41.03,100.00,100.00,11.01,11.01,60.72,18.15,67.24,96.77,,44.37,39.55,49.18,38.40,21.03,61.48,32.69,60.23,87.47,93.85,2.88,27.34,38.34,97.32,74.42,97.83,97.83,50.62,50.62,82.94,,82.94,33.53,20.19,46.87
36540,"Omaha-Council Bluffs, NE-IA ",41.2904,-95.8987,39,49.88,50.42,59.17,38.64,53.45,21.12,29.37,12.88,48.54,51.94,48.08,41.04,58.03,14.86,59.64,54.67,60.11,40.11,31.17,64.29,10.77,54.19,36.60,34.07,58.34,17.39,83.56,83.56,44.53,44.53,70.75,36.82,46.16,100.00,100.00,19.97,4.41,35.53,39.77,25.35,31.32,62.63,60.48,96.59,85.77,4.81,65.11,69.95,40.67,,91.31,91.31,8.83,8.83,68.31,50.46,86.15,63.97,62.64,65.29
47260,"Virginia Beach-Norfolk-Newport News, VA-NC ",36.7862,-76.5488,40,49.79,41.07,56.49,22.51,44.20,16.32,22.49,10.14,39.95,,,15.39,38.94,26.83,63.07,47.61,47.88,33.49,13.06,62.00,19.02,39.90,46.40,25.52,66.49,47.20,87.06,87.06,43.88,43.88,50.95,4.48,43.30,96.92,59.11,23.42,1.45,45.39,35.33,27.89,60.22,17.89,55.79,70.38,88.21,15.38,60.19,30.16,70.42,,89.46,89.46,51.32,51.32,78.99,69.40,88.59,53.47,41.76,65.18
17820,"Colorado Springs, CO ",38.8631,-104.8455,41,49.38,44.88,62.40,19.56,52.68,30.59,24.09,37.09,48.06,65.77,12.02,61.62,91.87,31.15,48.51,53.15,20.35,40.94,15.83,75.86,11.86,60.19,18.13,17.72,0.00,36.69,99.97,99.97,21.64,21.64,61.06,16.34,61.07,100.00,66.84,39.69,14.64,64.73,52.30,28.05,78.37,50.49,65.70,72.77,81.37,12.50,62.51,79.76,95.19,55.81,62.58,62.58,50.42,50.42,60.47,20.95,100.00,44.23,29.79,58.67
46060,"Tucson, AZ ",32.2226,-110.9747,42,49.34,15.80,19.96,9.31,18.13,24.44,18.19,30.70,52.48,79.86,50.18,45.44,62.56,48.26,39.79,38.04,55.71,28.24,14.87,51.00,5.01,42.08,40.53,44.89,32.70,43.99,99.99,99.99,47.15,47.15,44.87,0.00,50.65,95.55,33.29,38.31,33.13,43.50,41.51,13.70,83.41,27.43,55.71,79.29,63.78,24.04,28.59,50.52,87.92,55.81,94.23,94.23,54.82,54.82,69.92,48.07,91.77,32.12,16.96,47.29
38060,"Phoenix-Mesa-Scottsdale, AZ ",33.4982,-112.2384,43,49.11,25.62,33.92,14.93,28.00,20.47,15.92,25.01,48.16,63.45,46.62,46.12,54.49,61.55,50.73,32.00,30.31,23.87,9.00,47.06,0.49,38.93,41.98,45.65,51.55,28.75,95.40,95.40,47.15,47.15,49.74,40.60,36.85,97.33,24.18,28.90,15.07,42.74,41.84,15.96,69.04,40.53,44.77,77.01,59.15,12.02,27.84,48.54,46.32,42.48,98.09,98.09,54.99,54.99,69.54,43.59,95.49,46.08,36.25,55.91
42540,"Scranton–Wilkes-Barre–Hazleton, PA ",40.9584,-75.9746,44,48.90,28.09,40.37,15.45,28.44,20.35,28.89,11.81,47.12,49.68,41.22,100.00,17.38,26.24,34.65,63.73,44.06,29.22,28.18,58.32,12.17,18.21,12.38,24.76,,0.00,99.71,99.71,49.80,49.80,55.66,17.23,28.07,88.74,88.62,3.10,0.62,5.57,54.40,20.44,48.68,94.06,59.37,90.27,97.07,12.98,74.29,20.92,61.93,58.13,99.68,99.68,54.38,54.38,63.08,38.48,87.69,57.21,57.21,
10420,"Akron, OH ",41.202,-81.4279,45,48.86,36.55,45.21,20.86,43.57,12.18,13.70,10.66,44.02,44.28,4.06,53.90,41.41,15.80,72.22,60.71,59.75,38.17,26.06,64.75,22.45,39.41,25.95,13.44,46.80,17.62,99.91,99.91,13.57,13.57,68.58,60.52,36.53,91.84,85.44,19.75,19.51,19.98,25.61,16.51,34.68,25.65,59.41,94.06,100.00,7.21,58.58,58.29,22.25,75.49,97.61,97.61,73.22,73.22,48.19,36.14,60.24,70.22,62.98,77.46
34980,"Nashville-Davidson–Murfreesboro–Franklin, TN ",36.1299,-86.6611,46,48.80,42.15,50.04,36.10,40.30,16.91,26.13,7.70,37.83,47.10,33.78,54.82,27.19,24.88,29.00,43.58,42.27,35.47,26.79,54.58,11.39,49.12,36.99,43.13,53.42,14.42,91.91,91.91,56.33,56.33,71.14,85.84,36.12,100.00,62.62,19.41,2.15,36.67,26.07,15.76,42.17,20.26,38.93,82.62,84.46,3.85,0.00,16.44,46.23,,93.49,93.49,50.72,50.72,79.16,60.67,97.66,35.51,39.26,31.77
24340,"Grand Rapids-Wyoming, MI ",42.9288,-85.4376,47,48.53,39.46,50.58,23.82,44.00,27.22,38.97,15.48,53.15,52.85,51.80,57.45,59.61,41.04,54.55,61.72,46.17,37.24,31.17,60.45,15.13,42.21,6.44,10.17,0.00,9.14,94.90,94.90,40.84,40.84,68.88,70.92,29.66,100.00,74.93,24.18,4.49,43.88,30.18,24.80,24.81,40.94,49.86,94.96,88.56,11.06,28.91,39.04,43.89,42.57,88.12,88.12,49.41,49.41,43.26,22.20,64.32,74.75,82.47,67.04
16700,"Charleston-North Charleston, SC ",33.1261,-80.0088,48,48.07,34.37,44.13,20.76,38.21,18.18,21.77,14.59,35.05,67.71,29.76,46.56,17.05,14.98,13.11,34.52,56.68,38.09,21.99,58.46,21.36,50.55,45.31,30.80,73.63,31.51,100.00,100.00,77.34,77.34,61.78,51.95,50.64,100.00,44.54,12.91,2.81,23.02,34.43,13.30,73.54,16.45,56.86,77.13,92.97,13.94,52.86,15.72,62.48,82.92,81.79,81.79,33.65,33.65,47.90,4.27,91.53,43.36,29.72,57.00
48620,"Wichita, KS ",37.6872,-97.3301,49,47.88,34.54,46.28,25.67,31.66,15.11,22.92,7.29,41.07,60.85,40.97,46.45,31.26,14.54,36.90,40.56,57.06,33.11,26.75,58.39,10.15,37.13,17.64,9.66,27.78,15.48,95.83,95.83,56.36,56.36,60.14,16.24,38.20,96.97,89.16,18.72,5.69,31.74,37.92,23.13,38.28,52.35,58.46,98.87,87.22,1.92,44.45,55.49,53.62,67.65,95.87,95.87,47.03,47.03,69.48,54.49,84.48,36.88,52.81,20.95
19100,"Dallas-Fort Worth-Arlington, TX ",32.7079,-96.9209,50,47.44,38.30,47.35,33.38,34.16,12.43,3.78,21.09,36.40,56.64,31.08,39.61,51.81,26.56,50.16,6.81,28.55,31.00,25.15,38.25,11.08,49.51,42.28,38.10,55.46,33.28,92.32,92.32,22.56,22.56,69.08,84.43,35.90,100.00,55.98,28.95,14.78,43.12,33.48,13.50,41.30,45.65,48.16,94.10,55.12,4.81,28.15,60.73,43.83,50.39,98.11,98.11,38.65,38.65,59.11,34.70,83.53,60.71,57.17,64.24
36740,"Orlando-Kissimmee-Sanford, FL ",28.5828,-81.3399,51,47.20,23.60,36.07,10.73,23.98,23.39,21.89,24.88,39.47,54.66,26.18,42.84,38.65,53.68,39.07,15.88,44.80,36.22,35.61,54.24,17.31,37.74,47.38,50.43,44.76,46.96,99.99,99.99,11.01,11.01,57.73,46.43,28.99,99.72,55.76,25.34,4.53,46.15,32.90,15.56,54.00,29.14,52.35,81.70,80.01,7.21,34.83,2.64,92.19,67.88,96.37,96.37,56.80,56.80,55.76,19.27,92.26,49.70,53.10,46.31
21340,"El Paso, TX ",31.804,-106.2051,52,46.90,0.56,1.69,0.00,0.00,35.94,54.76,17.13,35.16,76.49,22.21,47.42,51.15,44.86,38.42,0.00,0.71,13.55,29.03,5.38,7.34,12.43,42.17,25.01,53.42,48.07,93.83,93.83,22.56,22.56,39.81,18.76,1.90,94.23,44.35,11.32,0.00,22.64,64.13,17.66,96.69,78.04,49.71,93.09,41.40,9.13,61.66,62.38,29.14,51.16,99.04,99.04,64.16,64.16,57.12,16.58,97.66,74.46,85.38,63.53
12060,"Atlanta-Sandy Springs-Roswell, GA ",33.8498,-84.4383,53,46.89,34.91,42.52,25.59,36.62,17.41,17.07,17.76,38.42,43.23,8.59,69.63,44.43,36.05,48.67,22.43,34.32,42.93,30.25,54.08,26.96,60.44,61.54,38.60,89.08,56.93,64.63,64.63,36.01,36.01,58.25,56.00,37.29,94.99,44.70,29.63,14.25,45.01,16.61,13.42,36.17,0.23,39.98,89.15,85.07,12.98,0.00,9.90,42.76,,95.01,95.01,37.22,37.22,79.19,72.20,86.17,51.59,44.33,58.85
39300,"Providence-Warwick, RI-MA ",41.43,-71.25,54,46.80,43.47,50.58,29.73,50.10,25.37,31.60,19.13,54.62,66.36,35.29,75.83,39.29,28.32,69.17,67.76,54.93,33.98,30.07,43.37,21.67,40.79,34.54,33.06,63.95,6.61,93.92,93.92,0.00,0.00,54.41,22.31,38.50,95.90,60.93,22.68,12.11,33.26,44.23,15.33,47.98,69.40,57.66,62.97,92.33,21.63,60.05,45.22,75.66,45.76,98.48,98.48,55.65,55.65,0.00,,0.00,83.06,96.33,69.78
31080,"Los Angeles-Long Beach-Anaheim, CA ",34.0522,-118.2437,55,46.74,35.66,33.92,46.04,27.00,37.74,34.40,41.07,54.55,80.53,52.06,40.68,61.92,53.99,74.46,24.44,48.30,32.75,38.15,17.37,27.59,47.88,52.70,52.94,66.66,38.48,18.17,18.17,51.58,51.58,59.23,55.53,21.93,96.21,63.26,29.51,17.80,41.22,31.55,3.71,17.34,73.61,29.57,0.00,0.00,34.13,92.22,78.24,2.42,0.00,90.81,90.81,66.32,66.32,48.72,29.79,67.65,62.27,74.80,49.73
40140,"Riverside-San Bernardino-Ontario, CA ",34.9592,-116.4194,56,46.53,17.33,27.48,3.61,20.90,32.25,42.54,21.95,42.40,71.07,48.63,53.87,57.77,31.54,45.67,27.47,3.20,12.36,21.48,18.78,0.96,8.21,52.15,29.04,84.49,42.91,49.97,49.97,51.58,51.58,41.24,45.04,5.79,91.38,22.75,22.65,4.46,40.84,47.78,23.53,64.64,55.16,17.36,53.90,16.03,7.21,0.52,43.85,0.00,0.00,99.53,99.53,61.60,61.60,85.59,72.69,98.48,64.13,68.69,59.58
24860,"Greenville-Anderson-Mauldin, SC ",34.4651,-82.182,57,46.51,26.53,37.68,10.69,31.22,19.09,28.50,9.67,35.21,68.03,37.58,52.91,17.07,7.78,0.49,34.52,63.35,25.53,19.68,41.14,10.61,30.68,13.95,26.77,0.00,15.08,99.96,99.96,77.34,77.34,57.09,40.62,39.57,99.77,48.42,21.74,23.49,19.98,31.61,15.96,69.01,9.84,41.84,86.98,89.73,1.44,3.90,0.36,45.75,64.69,96.79,96.79,54.02,54.02,85.25,,85.25,11.74,23.48,0.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL ",26.3014,-80.6327,58,46.44,31.16,32.85,35.62,25.02,35.11,32.97,37.25,45.19,67.79,16.48,54.36,59.00,69.71,45.31,0.26,48.59,37.35,34.68,39.18,35.68,39.87,60.32,55.21,78.04,47.71,,,11.01,11.01,51.80,54.96,12.96,96.01,43.25,15.72,8.43,23.02,19.99,0.00,23.76,36.21,59.62,62.47,56.88,21.15,,56.68,86.64,73.92,97.92,97.92,57.33,57.33,78.07,88.80,67.34,49.63,50.69,48.57
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",39.8373,-75.1545,59,45.96,51.60,52.19,49.01,53.59,22.99,25.64,20.33,48.10,50.42,17.96,31.19,47.42,43.81,66.54,59.70,67.76,43.83,29.24,58.71,30.08,57.30,37.62,29.54,72.61,10.70,65.30,65.30,49.80,49.80,60.12,36.61,59.78,94.08,50.03,25.75,14.45,37.05,23.23,9.97,16.12,43.58,61.22,73.91,91.26,57.69,70.70,58.73,40.08,36.14,81.14,81.14,37.93,37.93,28.84,28.52,29.16,51.95,50.43,53.48
10740,"Albuquerque, NM ",35.0844,-106.6504,60,45.86,17.97,22.64,9.55,21.72,25.80,14.89,36.71,46.43,68.62,11.77,22.03,80.99,50.48,32.88,38.04,66.65,29.97,15.66,51.37,10.92,41.95,41.91,41.37,32.53,51.84,99.82,99.82,10.07,10.07,47.13,15.61,56.80,86.91,29.20,17.32,14.66,19.98,47.94,16.16,96.13,31.53,60.70,76.58,73.95,12.98,52.29,73.45,73.70,61.95,100.00,100.00,54.26,54.26,74.30,49.24,99.36,14.19,28.39,0.00
18140,"Columbus, OH ",39.9389,-83.0791,61,45.24,38.57,45.21,26.25,44.25,12.28,14.36,10.21,40.33,39.88,20.86,28.24,38.32,20.57,55.10,54.67,65.01,40.65,31.34,62.75,13.57,54.95,31.27,36.08,28.46,29.27,97.91,97.91,13.57,13.57,70.94,53.21,54.81,98.19,77.57,27.68,8.08,47.29,20.54,18.22,29.47,13.94,52.68,91.34,89.00,11.54,46.02,56.44,22.77,51.64,95.58,95.58,15.18,15.18,59.80,27.01,92.60,61.62,49.72,73.51
17140,"Cincinnati, OH-KY-IN ",39.9389,-83.0791,62,45.08,42.65,48.43,28.34,51.18,14.29,18.42,10.15,38.65,27.67,26.71,37.76,21.61,16.77,62.59,60.71,55.37,37.26,26.58,60.25,17.15,45.06,34.78,25.52,60.04,18.77,99.03,99.03,13.57,13.57,59.85,27.15,53.11,96.77,62.36,27.86,17.15,38.57,15.53,15.33,13.96,17.30,48.11,92.69,94.27,11.54,30.85,41.54,21.38,44.49,86.96,86.96,24.79,24.79,65.62,50.74,80.49,67.27,57.61,76.94
15980,"Cape Coral-Fort Myers, FL ",26.653,-81.7787,63,44.96,24.98,39.30,22.29,13.35,26.53,23.66,29.40,43.45,54.47,21.81,74.62,44.68,85.99,27.91,14.87,23.21,26.48,20.24,48.05,8.74,28.90,49.47,55.46,71.25,21.71,99.98,99.98,11.01,11.01,54.80,61.00,12.78,98.65,46.80,16.66,3.10,30.22,23.71,11.52,30.73,28.88,58.04,80.12,81.36,3.85,53.71,18.56,91.95,76.74,98.45,98.45,45.68,45.68,45.34,0.00,90.68,49.88,34.98,64.77
19380,"Dayton, OH ",39.762,-84.3542,64,44.74,27.18,34.46,17.92,29.18,4.91,7.60,2.22,38.20,36.57,23.91,44.05,3.05,19.42,60.30,57.69,60.62,37.86,37.11,60.63,21.36,32.34,26.20,16.96,34.06,27.59,99.11,99.11,13.57,13.57,61.35,19.57,60.81,94.38,70.64,23.37,10.83,35.91,16.33,18.66,20.37,9.96,59.52,97.49,96.91,12.50,56.51,75.40,26.67,51.17,95.13,95.13,49.26,49.26,61.11,47.41,74.81,58.06,45.89,70.23
