MSA.FIPS.Code,MSA.Name,latitude,longitude,OVERALL.RANK,OVERALL.INDEX,GOAL.1.AVERAGE,%.of.population.living.below.the.federal.poverty.level,Per.Capita.Personal.Income,%.of.children.living.Below.Twice.the.poverty.Line,GOAL.2.AVERAGE,Food.insecurity.rate,Percent.of.population.that.is.obese,GOAL.3.AVERAGE,Infant.mortality.rate,Percentage.of.low.birth.weight.babies.,"Number.of.new.Syphilis,.Chlamydia.and.Gonorrhea.cases.diagnosed.per.100,000.population..","Number.of.diagnosed.incidences.of.all.types.of.diabetes.per.1,000.people..",Deaths.due.to.heart.attack,.Death.due.to.traffic.accidents,Percent.of.persons.with.health.insurance.coverage,Primary.Care.Physicians.Per.100000.People,GOAL.4.AVERAGE,School.enrollment,%.of.Population.Without.High.School.Degree,"%.of.3-4.year.olds.enrolled.in.school.(nursery,.pre-k,.kindergarden)",%.of.Population.with.an.Undergraduate.Degree,GOAL.5.AVERAGE,Median.earnings.gap,Rapes.known.to.law.enforcement,%.of.businesses.owned.by.women.,GOAL.6.AVERAGE,Normalized.Deficit.(Water.Stress).,GOAL.7.AVERAGE,Share.of.Low.Carbon.Energy.Generated.in.the.State,GOAL.8.AVERAGE,GDP.Growth,Percent.of.jobs.in.STEM.fields,Unemployment.rate,Disconnected.youth.(ages.16.to.24.not.in.school.and.not.working),GOAL.9.AVERAGE,Number.of.utility.patent.grants,Broadband.penetration,GOAL.10.AVERAGE,Gini.coefficient,Racial.Segregation,Absolute.Upward.Mobility,GOAL.11.AVERAGE,Housing.Affordability,Percent.of.households.living.in.overcrowded.housing,Use.of.sustainable.Transportation,Smart.Growth.America's.Sprawl.Index,Access.to.Parks,PM.2.5.Average.Levels.(Population.Weighted),Ozone.Levels.(8-Hr),GOAL.12.AVERAGE,"Toxic.release.of.air,.water.and.land.per.square.mile.(lbs)",GOAL.13.AVERAGE,Average.annual.household.carbon.footprint,GOAL.15.AVERAGE,Green.open.space.,Number.of.brownfield.and.superfund.sites,GOAL.16.AVERAGE,Violent.crime..Offences.known.to.law.enforcement,"Deaths.by.firearms.per.100,000.population"
40060,"Richmond, VA ",37.5407,-77.436,65,44.69,48.55,55.41,38.06,52.17,26.47,36.35,16.58,44.08,44.99,,22.59,40.19,42.77,52.58,48.62,56.79,36.61,21.53,54.32,17.31,53.28,44.23,39.86,62.34,30.50,90.79,90.79,43.88,43.88,56.97,42.25,47.12,98.95,39.55,17.67,5.11,30.22,28.88,19.88,50.22,16.52,46.19,77.92,93.92,8.65,25.48,8.53,62.65,,79.83,79.83,2.96,2.96,45.99,2.64,89.34,57.19,44.05,70.33
41700,"San Antonio-New Braunfels, TX ",29.3222,-98.6601,66,44.57,28.37,37.15,19.09,28.88,28.49,37.58,19.40,31.66,49.61,16.19,21.97,57.83,19.71,37.50,17.89,32.56,22.37,14.51,37.03,8.28,29.68,28.67,36.08,18.10,31.83,99.43,99.43,22.56,22.56,67.13,94.94,28.06,100.00,45.53,17.57,6.43,28.71,41.28,18.93,57.63,47.27,46.26,94.81,60.27,10.58,26.67,26.91,53.41,51.16,95.68,95.68,20.47,20.47,70.75,43.40,98.11,47.91,52.25,43.57
17900,"Columbia, SC ",34.0007,-81.0348,67,44.51,28.10,37.68,13.54,33.06,8.61,15.67,1.55,19.66,19.19,3.62,10.27,23.08,19.84,3.30,41.57,36.42,31.28,6.53,55.88,17.62,45.07,43.16,43.63,47.14,38.71,98.62,98.62,77.34,77.34,59.20,38.90,35.61,98.19,64.09,13.45,3.13,23.78,26.55,20.99,57.95,0.70,46.22,91.86,91.79,16.35,14.39,10.76,52.15,,83.06,83.06,31.41,31.41,66.27,40.29,92.25,34.78,33.81,35.75
28940,"Knoxville, TN ",35.9606,-83.9207,68,44.25,28.07,33.92,14.58,35.71,15.87,22.99,8.74,37.41,42.47,,65.70,7.13,26.98,12.64,48.62,58.29,22.66,3.34,49.76,5.32,32.20,36.96,27.28,71.76,11.85,99.92,99.92,56.33,56.33,50.19,27.14,50.71,100.00,22.93,16.17,9.32,23.02,25.13,11.52,46.68,17.19,41.46,82.57,91.87,0.00,15.34,7.92,38.51,53.99,79.50,79.50,49.66,49.66,63.15,33.76,92.53,41.30,29.49,53.12
24660,"Greensboro-High Point, NC ",36.09,-79.8297,69,44.23,18.84,28.02,11.58,16.93,5.11,3.46,6.77,24.65,41.31,19.30,0.00,19.69,16.57,32.89,33.51,33.93,22.82,13.34,43.27,1.58,33.10,40.90,41.62,,40.18,99.94,99.94,47.36,47.36,41.10,5.38,21.67,93.97,43.39,2.75,5.50,0.00,20.25,13.42,45.31,2.00,46.74,85.37,82.58,2.40,9.50,29.21,55.70,62.44,96.57,96.57,54.68,54.68,91.21,,91.21,50.45,50.45,
45300,"Tampa-St. Petersburg-Clearwater, FL ",28.2743,-82.3886,70,43.89,30.55,41.45,18.28,31.92,17.23,16.24,18.23,38.93,43.05,21.59,50.45,26.47,61.63,26.79,27.97,53.47,31.69,18.82,54.88,19.02,34.06,56.39,55.46,74.31,39.41,56.33,56.33,11.01,11.01,59.10,50.84,41.51,98.75,45.30,21.61,7.31,35.91,27.57,11.68,42.17,28.85,59.86,84.96,82.00,8.65,52.80,38.62,90.07,61.94,87.98,87.98,52.86,52.86,52.32,,52.32,54.98,43.37,66.58
16980,"Chicago-Naperville-Elgin, IL-IN-WI ",42.2163,-87.855,71,43.84,45.66,49.50,42.87,44.61,31.54,39.61,23.47,51.44,56.65,25.62,34.73,64.41,43.22,78.12,45.60,63.18,43.41,35.03,50.56,28.99,59.08,45.38,24.01,73.46,38.69,11.78,11.78,72.26,72.26,55.32,28.16,34.94,93.31,64.88,25.54,13.65,37.43,14.06,9.46,0.00,32.71,63.08,79.82,74.10,65.87,86.74,86.62,9.19,39.23,38.11,38.11,50.66,50.66,51.39,49.34,53.45,57.91,61.90,53.91
16860,"Chattanooga, TN-GA ",35.0382,-85.355,72,43.83,30.05,40.91,15.58,33.66,15.46,20.01,10.91,36.03,42.99,,54.29,3.15,26.47,25.52,41.07,58.73,23.58,19.53,42.40,9.83,22.54,32.94,30.55,64.80,3.46,91.43,91.43,56.33,56.33,45.13,19.13,34.92,98.14,28.35,7.84,1.00,14.68,19.10,15.56,24.28,17.47,38.64,85.16,90.39,5.29,9.66,0.00,41.36,,98.91,98.91,50.84,50.84,72.13,55.31,88.94,39.07,36.37,41.78
16740,"Charlotte-Concord-Gastonia, NC-SC ",35.1223,-80.7214,73,43.80,37.36,46.82,24.12,41.15,18.82,17.63,20.00,30.19,,18.86,9.95,39.45,29.40,40.39,35.02,38.25,36.48,29.64,51.26,16.22,48.79,32.56,32.81,,32.31,63.48,63.48,47.36,47.36,56.50,51.16,29.60,96.92,48.31,23.37,5.13,41.60,19.72,11.92,47.25,0.00,40.39,86.07,82.45,5.77,18.10,6.25,43.66,,91.43,91.43,52.29,52.29,59.31,29.71,88.91,47.72,47.72,
32580,"McAllen-Edinburg-Mission, TX ",26.122652,-98.13480396,74,43.78,0.00,0.00,0.00,0.00,24.12,48.25,0.00,40.71,70.84,21.49,73.66,47.93,67.52,44.25,0.00,0.00,11.33,39.86,0.00,5.47,0.00,50.38,34.07,46.29,70.77,38.38,38.38,22.56,22.56,30.05,40.67,0.00,76.39,3.12,0.00,0.00,0.00,52.41,5.69,75.31,76.21,42.17,100.00,0.00,0.00,34.74,0.00,65.11,95.35,100.00,100.00,65.12,65.12,98.99,100.00,97.99,80.43,88.68,72.18
41620,"Salt Lake City, UT ",40.7608,-111.891,75,43.55,44.90,62.93,22.85,48.92,27.73,29.63,25.83,52.85,73.52,45.23,64.71,86.99,14.20,65.93,33.51,38.70,33.96,15.00,59.43,14.82,46.62,10.39,13.44,11.82,5.91,99.31,99.31,0.91,0.91,64.27,48.08,41.49,100.00,67.49,29.76,16.02,43.50,66.42,28.65,78.37,92.24,55.92,73.99,66.36,23.56,63.29,66.65,57.57,40.03,0.00,0.00,57.73,57.73,55.76,15.80,95.71,53.41,48.88,57.94
28140,"Kansas City, MO-KS ",39.0654,-94.5624,76,43.48,45.00,57.02,27.92,50.05,16.73,20.45,13.02,46.61,64.12,37.62,45.34,41.01,38.70,49.09,46.61,50.39,39.97,23.70,65.62,14.97,55.60,50.79,30.55,100.00,21.82,54.72,54.72,12.16,12.16,64.58,42.01,50.04,99.26,67.03,25.40,14.14,36.67,29.90,19.45,31.49,38.76,52.26,92.86,91.92,3.37,26.95,54.81,43.65,,90.65,90.65,7.36,7.36,51.41,30.91,71.91,64.70,29.40,100.00
19820,"Detroit-Warren-Dearborn, MI ",42.3223,-83.1763,77,43.12,33.83,35.54,28.26,37.68,9.29,10.28,8.30,41.74,44.24,5.38,44.45,33.22,26.07,62.67,56.68,61.20,35.40,24.87,56.44,22.29,38.00,35.12,11.68,45.27,48.42,86.66,86.66,40.84,40.84,58.96,35.54,59.01,95.35,45.95,28.94,28.79,29.09,8.43,12.39,1.51,11.39,62.00,96.68,91.10,5.77,100.00,57.41,38.96,44.09,62.52,62.52,47.40,47.40,61.62,100.00,23.23,34.08,28.21,39.95
49660,"Youngstown-Warren-Boardman, OH-PA ",41.292,-80.5438,78,42.76,19.81,31.24,8.46,19.73,9.28,12.68,5.88,39.33,,32.58,57.94,4.63,41.98,37.92,56.18,44.11,22.10,11.67,58.09,9.06,9.59,11.06,5.64,,16.48,94.46,94.46,13.57,13.57,37.31,0.00,22.11,82.13,44.99,10.54,1.85,19.23,27.22,21.95,18.08,41.64,52.24,100.00,98.86,2.88,27.54,36.05,32.02,68.32,96.45,96.45,51.65,51.65,89.64,,89.64,66.72,33.44,100.00
27260,"Jacksonville, FL ",30.3322,-81.6557,79,42.67,34.71,45.74,21.43,36.95,7.82,0.94,14.70,31.85,31.30,9.97,28.50,27.00,49.18,21.92,35.52,51.44,37.09,28.83,60.31,21.98,37.26,47.98,46.40,49.51,48.04,68.11,68.11,11.01,11.01,53.53,48.14,39.75,98.39,27.85,20.20,3.34,37.05,25.45,14.53,48.75,13.06,52.79,86.79,88.28,6.73,30.97,29.98,74.02,,87.09,87.09,56.47,56.47,76.70,73.80,79.59,29.30,9.13,49.46
31140,"Louisville/Jefferson County, KY-IN ",38.2527,-85.7585,80,42.61,37.03,46.82,21.79,42.48,12.95,19.46,6.45,38.70,57.63,,36.26,12.79,24.96,38.54,55.67,45.02,32.31,27.95,55.00,14.19,32.07,46.80,34.32,89.59,16.49,96.54,96.54,0.00,0.00,59.32,52.69,35.06,97.28,52.27,19.07,4.89,33.26,23.78,17.11,38.07,16.16,47.80,89.80,91.79,8.65,33.54,32.58,34.82,43.44,80.75,80.75,49.30,49.30,49.88,13.35,86.42,44.90,35.24,54.56
29820,"Las Vegas-Henderson-Paradise, NV ",36.0796,-115.094,81,42.53,26.26,41.98,15.03,21.76,22.03,25.01,19.04,42.88,65.61,20.91,45.59,56.06,70.97,56.06,14.87,12.96,15.04,4.27,39.58,0.00,16.32,39.47,59.49,17.93,41.00,99.91,99.91,9.53,9.53,37.83,54.67,0.00,91.89,4.76,15.60,5.91,25.29,46.38,21.27,81.93,35.94,54.06,77.18,58.54,19.71,80.92,44.43,65.11,32.56,95.77,95.77,57.59,57.59,52.29,12.66,91.92,23.37,33.51,13.24
36420,"Oklahoma City, OK ",35.5006,-97.6114,82,42.46,31.41,41.98,19.97,32.27,11.03,15.61,6.45,29.50,54.81,36.02,29.19,32.10,0.00,24.56,27.97,31.37,30.94,26.36,52.41,8.28,36.72,25.65,24.51,36.78,15.66,99.02,99.02,31.55,31.55,58.55,50.96,36.95,98.95,47.34,17.49,2.11,32.88,43.05,17.23,52.55,59.39,51.47,93.98,79.18,1.92,32.49,41.18,49.88,61.67,99.71,99.71,13.84,13.84,56.12,27.77,84.48,37.60,27.22,47.98
23420,"Fresno, CA ",36.9859,-119.2321,83,42.16,3.49,0.00,10.48,0.00,21.05,19.17,22.93,32.36,37.97,49.20,19.79,52.81,16.56,25.19,28.47,28.91,10.05,31.36,0.00,2.51,6.33,55.74,48.67,75.32,43.22,74.72,74.72,51.58,51.58,32.46,36.34,2.46,69.99,21.04,12.85,1.93,23.78,35.51,10.29,51.87,44.38,21.80,59.58,0.00,9.62,45.07,38.34,0.00,0.00,99.98,99.98,68.04,68.04,66.51,38.00,95.02,46.25,59.60,32.89
41180,"St. Louis, MO-IL ",38.8197,-90.4502,84,41.61,45.33,54.34,30.12,51.54,16.09,20.51,11.66,37.28,47.25,8.11,34.14,28.93,30.09,46.58,56.18,46.96,43.66,33.90,63.82,28.99,47.92,40.66,23.50,65.14,33.33,85.21,85.21,12.16,12.16,55.97,22.45,49.79,99.36,52.29,21.22,8.81,33.64,17.17,15.80,7.81,27.91,50.17,91.40,95.49,13.46,32.47,44.30,26.41,47.65,88.17,88.17,31.73,31.73,51.72,44.08,59.36,27.54,27.54,
12260,"Augusta-Richmond County, GA-SC ",33.3623,-82.0407,85,40.56,16.70,20.49,7.60,22.01,4.54,4.77,4.30,21.46,,5.23,34.14,0.00,24.21,8.69,34.52,43.46,17.84,0.00,42.21,6.72,22.44,49.12,17.46,68.70,61.21,99.92,99.92,36.01,36.01,42.75,11.88,53.45,92.96,12.71,6.30,2.47,10.13,27.84,15.09,65.60,2.84,43.45,92.20,89.09,3.37,4.16,9.37,36.52,69.46,71.23,71.23,31.09,31.09,97.42,,97.42,42.71,19.09,66.33
33700,"Modesto, CA ",37.5091,-120.9876,86,40.45,18.15,24.79,12.97,16.68,14.25,25.00,3.50,41.32,64.15,53.12,51.51,47.93,7.52,34.84,42.07,29.43,9.35,20.82,10.48,6.10,0.00,38.15,23.00,67.17,24.28,0.00,0.00,51.58,51.58,38.74,39.48,0.00,76.75,,19.15,2.77,35.53,57.46,21.99,92.33,58.05,46.90,64.82,29.10,5.77,71.12,88.57,50.34,18.60,99.12,99.12,65.82,65.82,62.35,25.23,99.48,44.34,57.20,31.47
45780,"Toledo, OH ",41.6528,-83.5379,87,40.24,24.04,23.18,17.48,31.46,4.40,8.78,0.02,36.73,63.46,13.49,36.20,8.93,8.67,44.19,61.21,57.66,33.78,29.23,59.89,19.96,26.03,16.11,21.74,8.25,18.33,86.79,86.79,13.57,13.57,57.40,26.20,33.04,89.81,80.55,20.14,7.40,32.88,17.26,11.44,22.67,17.66,57.99,97.40,97.83,10.10,55.79,57.35,31.83,55.62,72.09,72.09,53.94,53.94,60.39,,60.39,48.92,65.48,32.36
44700,"Stockton-Lodi, CA ",38.744,-121.1651,88,40.20,19.77,26.94,11.22,21.15,19.71,21.99,17.42,36.74,55.44,42.10,39.40,38.18,17.76,41.15,41.07,18.83,12.15,31.76,11.96,3.61,1.26,44.14,24.51,78.55,29.37,0.00,0.00,51.58,51.58,42.45,45.97,4.81,78.78,40.24,16.96,5.21,28.71,48.43,21.15,62.01,62.14,48.91,59.05,25.80,9.13,79.78,84.01,54.37,30.23,99.81,99.81,65.90,65.90,72.10,52.87,91.34,24.30,41.88,6.72
30780,"Little Rock-North Little Rock-Conway, AR ",35.0887,-92.4421,89,39.93,29.14,39.30,15.72,32.40,1.57,0.00,3.14,22.69,31.59,11.39,15.56,11.82,11.29,6.46,45.10,48.30,29.51,0.00,59.17,22.60,36.27,30.40,44.39,29.14,17.68,99.52,99.52,33.17,33.17,49.73,9.93,46.67,100.00,42.31,10.10,0.59,19.61,23.72,18.38,36.64,16.16,41.10,91.25,87.48,0.00,25.07,14.24,28.54,,99.19,99.19,53.91,53.91,58.25,23.11,93.39,17.02,19.44,14.60
33340,"Milwaukee-Waukesha-West Allis, WI ",43.0073,-88.3239,90,39.28,39.23,41.98,34.01,41.69,17.30,25.51,9.09,45.74,41.35,15.86,6.87,54.07,42.77,70.90,62.22,71.88,43.72,37.34,61.72,24.01,51.80,37.88,27.53,61.06,25.04,0.00,0.00,25.00,25.00,58.24,3.85,49.06,100.00,80.04,21.57,11.79,31.36,11.75,12.43,0.00,22.81,65.75,78.20,86.70,24.52,96.99,88.22,42.30,43.32,93.09,93.09,51.52,51.52,37.01,57.85,16.18,41.41,55.31,27.50
46140,"Tulsa, OK ",36.274,-96.2376,91,39.24,34.31,42.52,31.24,29.16,10.26,13.15,7.37,28.80,47.51,,27.35,23.43,10.07,10.55,23.94,58.75,30.25,20.23,55.22,17.15,28.39,15.83,18.47,14.20,14.83,99.79,99.79,31.55,31.55,57.31,65.56,29.29,94.89,39.51,16.75,4.41,29.09,35.34,15.21,41.27,49.53,54.07,94.65,77.33,0.96,38.15,47.81,52.14,67.44,93.89,93.89,11.35,11.35,46.96,0.16,93.75,22.20,8.57,35.82
29460,"Lakeland-Winter Haven, FL ",28.022243,-81.732857,92,39.24,10.45,27.48,0.00,3.86,8.21,11.96,4.47,23.11,31.27,29.31,47.39,0.00,53.25,0.00,20.92,2.77,16.21,13.24,35.98,10.15,5.46,51.66,49.92,63.61,41.46,99.87,99.87,11.01,11.01,31.84,24.84,8.38,94.13,0.00,0.55,1.10,0.00,42.33,27.73,68.44,30.82,51.02,97.42,68.56,0.48,39.37,0.00,83.89,67.44,82.83,82.83,42.06,42.06,56.78,27.48,86.09,60.65,53.71,67.60
32820,"Memphis, TN-MS-AR ",35.0387,-89.8505,93,39.11,17.17,18.35,17.58,15.57,0.00,0.00,0.00,15.81,34.30,0.00,0.00,0.00,9.00,18.16,33.51,31.53,24.77,13.03,46.11,10.46,29.49,51.76,37.85,37.12,80.31,99.27,99.27,56.33,56.33,32.20,6.81,26.09,95.90,0.00,7.70,7.55,7.85,11.93,7.28,28.50,0.00,47.77,92.04,79.89,2.40,18.50,36.27,52.29,52.98,91.75,91.75,53.15,53.15,76.49,61.04,91.93,0.52,1.04,0.00
26420,"Houston-The Woodlands-Sugar Land, TX ",30.1775,-95.50389,94,38.12,35.73,40.37,35.08,31.72,15.28,8.73,21.84,35.27,62.81,21.49,43.94,62.84,30.76,39.91,0.00,20.43,28.75,29.40,29.41,12.48,43.71,45.20,30.05,62.08,43.49,78.47,78.47,22.56,22.56,59.49,51.85,43.81,91.89,50.41,26.59,16.52,36.67,34.52,7.63,31.02,64.91,38.52,95.80,51.15,10.10,25.89,23.24,27.12,36.34,3.01,3.01,19.68,19.68,87.49,,87.49,41.23,45.31,37.15
17460,"Cleveland-Elyria, OH ",41.37333,-82.10167,95,37.23,36.78,40.91,28.99,40.45,12.48,10.79,14.17,38.69,16.68,1.72,35.09,16.60,32.85,77.36,60.71,68.51,35.20,23.91,58.24,20.11,38.55,36.85,28.28,55.46,26.82,7.10,7.10,13.57,13.57,54.78,28.53,48.93,86.20,55.44,20.07,14.09,26.05,10.12,9.82,3.88,16.65,53.92,92.62,97.74,18.75,36.88,60.73,20.13,50.57,75.52,75.52,50.41,50.41,56.85,79.33,34.37,56.12,58.64,53.60
27140,"Jackson, MS ",32.1745,-90.1495,96,36.83,17.92,16.73,14.80,22.23,0.48,0.00,0.97,16.34,,,4.60,10.89,0.00,0.00,35.02,47.53,35.70,30.38,47.19,27.90,37.35,42.46,45.40,,39.53,99.93,99.93,7.38,7.38,48.39,22.07,41.33,96.46,33.71,8.10,0.00,16.19,16.70,7.40,42.71,0.00,39.61,89.83,75.17,0.00,20.40,1.64,50.65,,95.43,95.43,56.90,56.90,67.03,35.97,98.09,0.00,0.00,
26900,"Indianapolis-Carmel-Anderson, IN ",39.76838,-86.15804,97,36.36,38.83,46.28,30.22,39.99,13.01,18.25,7.77,37.88,43.46,29.35,25.83,34.25,8.59,54.52,44.59,62.43,34.81,23.60,56.75,12.33,46.57,37.46,30.30,50.36,31.72,48.63,48.63,0.00,0.00,53.22,27.83,47.58,100.00,37.48,22.34,11.43,33.26,15.75,16.04,20.43,10.77,45.63,94.21,90.73,4.33,34.74,16.27,25.06,54.05,95.34,95.34,9.95,9.95,64.67,51.99,77.34,27.85,35.31,20.38
12540,"Bakersfield, CA ",35.4937,-118.8597,98,36.12,2.28,0.00,5.50,1.34,18.00,25.05,10.94,27.62,47.47,41.59,10.48,54.43,7.37,23.58,33.01,3.04,4.83,19.33,0.00,0.00,0.00,43.08,11.93,70.91,46.41,23.46,23.46,51.58,51.58,25.60,34.17,2.09,66.13,0.00,13.46,3.15,23.78,51.93,18.06,49.90,87.84,25.50,77.58,2.81,3.85,32.13,50.52,0.00,11.63,85.99,85.99,65.81,65.81,60.42,20.85,100.00,42.23,47.50,36.95
12940,"Baton Rouge, LA ",30.4515,-91.1871,99,33.43,27.25,28.55,16.93,36.28,6.28,12.57,0.00,15.09,0.00,0.00,21.06,10.80,26.09,0.00,39.05,23.75,31.81,23.84,48.95,23.85,30.61,38.36,0.00,72.95,42.12,94.33,94.33,18.32,18.32,36.37,1.35,35.23,95.09,13.78,13.07,1.23,24.91,27.43,12.31,39.35,30.64,43.15,85.76,79.56,4.33,0.00,23.67,50.96,57.75,0.00,0.00,56.78,56.78,70.06,52.00,88.11,23.11,0.00,46.22
35380,"New Orleans-Metairie, LA ",29.984093,-90.152855,100,30.49,25.58,24.79,25.27,26.66,6.62,10.70,2.55,27.67,52.58,0.00,0.00,18.62,41.87,29.02,30.99,48.27,34.37,26.02,42.70,34.28,34.47,30.40,20.73,34.74,35.72,74.94,74.94,18.32,18.32,40.53,17.01,35.49,93.06,16.58,7.19,1.60,12.78,15.95,2.16,25.79,19.91,61.15,73.95,87.92,21.63,79.11,42.39,61.90,,0.00,0.00,37.68,37.68,57.18,30.17,84.18,19.78,0.00,39.55
